Geneid,Length,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
lncRNA:CR45170,811,3,12,10,23,18,34
CG32295,1175,3,6,3,13,15,6
msn,6833,3064,3750,3310,4291,4153,3769
RpL8,1173,901,965,833,1293,1172,1242
dos,4666,196,313,232,366,389,331
CG16984,1162,0,3,1,1,0,0
CG12182,3633,19,27,21,43,44,37
CG16985,641,42,55,23,52,45,42
CG16986,769,23,50,38,29,31,29
Pxn,5955,17,20,7,7,11,14
lncRNA:CR45981,909,1,0,0,0,0,0
lncRNA:CR45982,978,0,0,1,0,0,0
lncRNA:CR45660,860,0,1,0,0,0,0
CG42245,5111,0,0,0,0,0,0
MEP-1,5719,21,46,45,63,56,59
CG14949,934,6,16,8,41,36,21
CG1143,1657,15,25,15,40,40,30
CG1246,1865,22,32,29,101,93,108
ProRS-m,1517,97,154,107,90,108,100
Snup,3245,0,0,0,0,0,0
CG42304,3245,0,0,0,0,0,0
Fife,9680,3,1,0,1,2,2
CG33233,1719,0,0,1,0,0,0
CG33234,1523,0,0,0,0,0,0
Mrtf,8562,851,1491,1380,1277,1568,1372
Acp62F,479,2,3,3,4,7,2
Non2,1320,382,518,418,512,563,479
AhcyL1,3020,580,752,614,732,705,589
CG12093,1296,120,173,135,164,161,138
Atg2,6266,442,611,512,646,617,562
mRpS35,1144,143,224,184,180,177,159
Pgant6,2817,230,318,261,372,336,263
Tet,13823,5448,7260,7568,7370,8342,7589
lncRNA:CR44531,587,0,0,0,0,0,0
spz5,1996,0,0,0,0,0,0
Shab,11359,1,3,1,6,2,1
CG9970,1631,0,0,0,0,0,0
CG32846,1382,1,0,0,0,0,0
CG34025,1202,0,0,0,0,0,0
Or63a,1718,0,0,0,0,0,0
lncRNA:CR44530,628,0,0,0,0,0,0
CPT2,2352,242,337,267,253,255,229
CG2113,926,0,0,0,0,0,0
FMRFaR,4218,0,0,1,0,0,0
CG32488,1245,0,0,0,0,0,0
CG32487,1040,0,0,0,0,0,0
aly,2267,0,0,0,0,0,0
CG2162,2580,232,430,320,376,431,366
Jafrac2,1270,172,261,208,249,241,219
scramb2,1586,401,562,497,576,590,523
Sk2,2594,56,90,70,128,145,114
CG32485,1136,83,133,95,100,117,103
CG1271,2057,15,19,16,29,34,22
CG16753,764,75,104,75,95,102,81
CG32486,2356,299,457,412,916,935,791
CG11486,5969,922,1516,1361,1622,1882,1680
snRNA:U5:63BC,123,9,17,4,12,11,11
Cht7,3953,1,3,2,1,0,2
tRNA:Cys-GCA-1-1,72,0,0,0,0,0,1
tRNA:Cys-GCA-1-2,72,0,0,0,0,0,0
tRNA:Cys-GCA-1-3,72,0,1,0,0,0,0
tRNA:Lys-CTT-1-12,73,0,1,0,0,0,0
tRNA:Lys-CTT-1-13,73,3,3,2,0,2,0
tRNA:Cys-GCA-1-4,72,0,0,0,0,0,0
CG45066,1050,0,0,0,1,0,1
CG45067,2736,4,4,1,4,3,4
prominin-like,5597,172,249,173,403,435,337
tRNA:Met-CAT-2-1,73,0,0,1,2,0,1
CG11537,5200,423,540,435,558,554,480
lncRNA:CR45819,414,6,6,3,9,12,7
Alg2,1477,83,135,104,121,148,92
Usp5,2797,321,480,430,407,444,345
BtbVII,7280,411,593,526,795,882,703
ND-30,976,224,347,273,320,310,273
CG15812,2022,108,178,116,153,163,137
rasp,1673,75,112,85,221,214,180
Asciz,2002,14,42,28,55,44,21
CG32280,1593,27,39,11,57,58,50
CG32278,845,55,72,46,66,77,65
CG32281,1539,81,103,69,111,107,86
CG14963,932,0,0,1,1,7,5
CG14964,5079,1,2,1,6,1,3
Girdin,5190,170,261,202,245,344,244
CG42494,1337,5,7,9,6,8,2
CG32284,457,5,12,0,2,2,3
CG14957,423,0,2,0,0,0,0
CG42525,1461,1,0,0,0,2,0
CG14958,541,0,0,0,0,0,0
CG14965,1870,74,111,80,58,53,41
Hsp83,2960,2566,2570,2262,3071,2692,2740
CG14966,587,43,59,41,33,38,39
CG32276,865,149,220,146,284,288,257
gry,4593,343,544,440,509,484,457
CG32271,925,1,7,4,12,8,2
CG33159,774,4,4,6,5,5,8
CG32277,850,2,5,2,10,11,9
CG33160,825,1,2,6,8,6,6
CG32269,2037,0,0,0,0,0,0
CG32270,2037,0,0,0,0,0,0
hob,7388,442,685,513,522,543,466
nSMase,1684,63,125,91,145,129,109
RpL28,1382,496,552,515,648,623,613
snoRNA:Or-CD12,78,0,2,1,2,3,4
snoRNA:Me28S-C3351,77,0,2,0,5,2,1
snoRNA:Or-CD11c,67,0,0,0,1,0,0
snoRNA:Or-CD11b,67,0,0,0,0,0,0
snoRNA:Or-CD11a,67,0,0,0,0,0,0
eIF1,681,314,415,293,419,418,382
Larp4B,10013,1752,2686,2393,2165,2666,2156
CG17746,1851,183,295,254,301,335,266
CG12078,954,0,0,0,0,0,0
lncRNA:CR45424,435,0,0,0,0,0,0
CG43389,923,0,0,0,0,0,0
lncRNA:CR43626,5165,3,1,3,3,3,8
mir-282,97,0,0,0,0,0,0
ckd,1747,0,0,0,0,0,0
CG34265,467,0,0,0,0,0,0
CG14960,1444,0,0,0,0,0,0
CG12017,2667,1,1,0,0,0,0
CG12009,3565,0,1,1,0,0,0
mir-955,97,0,0,1,0,0,0
CG14968,1282,14,25,15,15,11,18
ZnT63C,3253,188,293,214,249,269,260
Drsl2,333,0,0,0,0,0,0
Drsl3,360,0,0,0,0,0,0
Drsl4,323,0,0,0,0,0,0
Drsl5,364,0,0,0,0,0,0
PIG-C,1103,16,36,19,20,18,20
CG12016,2346,0,4,1,2,1,1
CG42456,2326,0,0,0,0,0,0
Strip,4055,252,416,323,369,422,356
PHGPx,1359,280,420,392,342,384,452
lncRNA:CR45380,317,8,5,2,9,4,10
CG14961,3063,25,23,15,30,26,54
CG14969,1636,144,222,144,172,165,161
Drsl1,210,0,0,0,0,0,0
Drsl6,387,1,0,0,0,0,0
kst,14454,10138,11194,10709,9778,9045,8469
Drs,387,3,5,3,4,2,5
Ythdc1,3452,201,332,277,538,586,404
CG12010,2255,39,69,43,66,92,60
CG12012,1236,69,112,66,90,95,95
Ids,1636,4,4,2,3,4,4
lncRNA:CR45737,520,0,2,0,4,0,1
sty,5438,1842,2404,2273,2275,2407,2318
mir-2282,107,14,8,12,20,23,31
eIF5B,4410,570,886,775,957,1050,839
armi,4151,208,298,216,294,316,243
CycJ,1478,0,0,0,0,1,0
CG14971,2419,169,207,148,190,173,143
CG32267,489,136,198,134,189,220,206
CG42324,5974,5,1,3,10,5,7
CG43074,677,0,0,0,1,0,0
ImpE2,1708,0,0,0,1,0,0
Eip63E,6544,767,1051,833,759,952,829
lncRNA:CR45043,771,9,6,6,4,16,8
lncRNA:CR45820,669,15,14,22,45,63,58
snRNA:U7,71,4,9,7,6,4,3
CG10359,1762,1,3,3,0,2,0
CG10357,1111,0,3,0,1,0,0
CG14974,491,0,0,0,0,0,0
dar1,3526,71,104,87,26,46,81
CG10862,1201,1,2,2,1,1,1
CG43098,657,0,0,0,0,0,0
lncRNA:CR43484,624,0,0,0,1,1,0
lncRNA:CR43485,476,0,0,0,0,1,2
lncRNA:CR45675,435,6,1,2,1,2,0
CG43089,638,1,0,0,0,3,3
CG32264,12277,407,647,751,1424,1628,1575
ppk27,1381,8,5,4,25,23,20
CG32266,526,2,2,7,17,16,15
ntc,1572,10,11,12,18,25,28
IntS10,2272,161,296,219,107,110,110
CG32262,1051,34,36,27,28,24,27
CG32263,803,0,0,0,0,0,0
PIG-B,2244,125,161,131,195,229,194
Scsalpha1,1479,275,436,309,590,569,549
lncRNA:CR43932,423,0,1,1,6,2,6
lncRNA:CR45034,262,2,0,0,5,6,10
Acp63F,401,4,1,2,3,6,5
enc,9058,882,1508,1338,1042,1199,958
Rdh,440,2,6,7,8,12,12
Awh,2104,0,0,0,0,0,0
lncRNA:CR45379,721,0,0,0,0,0,0
lncRNA:CR43917,262,0,0,0,0,0,0
lncRNA:CR45422,318,0,0,0,0,0,0
Fie,1600,7,4,1,3,14,4
snRNA:U11,275,73,54,37,72,68,76
Gr63a,1470,1,3,0,0,2,0
CG14977,543,38,80,71,61,61,56
Ccz1,1531,55,90,76,86,93,76
Ubi-p63E,3138,622,734,681,732,721,757
Sc2,1105,191,300,235,318,352,297
ida,2408,69,111,79,137,121,105
mge,1488,243,376,312,432,451,391
Eip63F-1,3545,37,51,29,13,10,9
asRNA:Eig63F-2,1275,2,2,0,1,2,0
CG10866,1874,29,41,33,58,66,49
CG12766,1075,4,4,3,6,3,5
asRNA:CR43916,382,0,1,0,0,4,3
CG10863,1089,53,87,75,122,131,123
CG14982,4282,0,0,1,0,1,1
CG10853,588,0,0,0,0,0,0
CG14983,607,0,0,0,0,0,0
CG14984,709,1,0,0,1,0,0
CG12605,7500,0,0,0,1,2,0
CG43915,886,0,0,0,0,0,0
scrt,9075,0,0,2,1,0,2
CG14985,2908,53,79,52,75,63,67
FoxL1,1414,0,1,1,0,0,0
Mul1,1656,28,43,37,35,35,30
CG11594,2895,4,5,3,5,5,6
Gr64a,1488,21,39,34,2,0,4
Gr64c,2858,0,0,0,0,0,0
Gr64b,2858,0,0,0,0,0,0
Gr64d,2961,0,0,0,0,0,0
Gr64e,2909,0,0,0,0,0,0
asRNA:CR45042,665,0,0,0,0,0,0
Gr64f,1446,12,22,19,5,0,0
CG11593,2773,66,78,62,160,167,163
Rcd5,1947,150,225,212,351,378,340
CG1136,2704,1,1,0,0,0,1
Dpy-30L2,587,0,1,0,0,0,0
Ugt305A1,1976,241,302,271,363,354,398
dib,1975,1,0,1,1,0,0
wit,4217,26,26,19,60,101,60
CG32259,824,2,6,1,2,4,4
Faa,1421,1,3,0,4,2,7
Gad1,3684,1,2,0,4,12,6
CG14989,2917,33,43,15,68,97,130
CG14990,1072,0,0,0,1,0,0
CG14995,4081,306,528,391,313,400,314
Fit1,3553,1042,1368,1178,1378,1258,1334
lncRNA:CR45670,328,5,9,6,3,3,2
Ack,4393,548,845,623,767,646,609
Chd64,1459,1127,1203,1118,1484,1415,1335
ens,5703,1017,1472,1182,1425,1440,1256
RfC4,1127,143,199,161,156,165,160
Rop,2638,323,436,299,460,440,408
Ras64B,1620,305,402,282,395,395,395
Akh,536,0,0,0,1,3,1
CG32260,1967,0,3,0,3,1,1
CG1299,1956,0,0,0,0,0,1
nab,2470,93,48,14,25,15,11
mas,3657,0,0,0,0,0,0
lncRNA:CR44529,506,0,1,0,0,0,0
Ero1L,2100,70,100,71,128,130,87
CG18675,1608,1,0,2,0,0,1
Teh4,2732,0,1,1,5,0,0
Teh2,3287,7,9,3,1,2,4
Teh3,1586,0,0,0,1,1,0
VhaM9.7-c,848,27,50,25,55,48,40
tipE,4084,27,46,25,2,5,7
CG43367,10170,435,694,550,554,698,524
CG15005,2648,2,6,4,4,7,3
Cpr64Aa,1014,4,1,1,7,7,6
Cpr64Ab,552,0,0,1,1,3,2
Cpr64Ac,890,2,3,3,3,4,1
Cpr64Ad,961,0,2,2,3,5,3
asRNA:CR32252,980,1,3,2,1,0,0
ImpL2,2667,748,1085,724,175,169,153
asRNA:CR45738,437,0,0,0,0,0,0
CG14997,1707,135,174,111,276,256,232
pav,3207,292,492,358,383,362,308
ago,5517,407,643,458,682,701,555
CG1265,828,8,15,7,27,27,26
CG15011,2631,82,112,86,104,110,91
CG1309,1859,126,211,154,130,128,128
CG11586,1115,52,104,81,49,69,53
VhaM9.7-a,710,2,2,1,1,1,1
CG1273,4187,1,3,1,0,1,0
CG33764,543,0,1,1,0,0,0
Ctl1,2487,165,258,227,318,338,300
CG11583,1253,151,240,178,194,228,193
srw,523,0,0,0,0,0,0
CG1316,2222,228,337,285,483,492,416
TfIIEbeta,1121,92,170,121,111,109,91
Hexo1,2211,63,94,109,179,202,169
CG15012,858,108,155,103,153,157,147
Fdx2,863,67,128,105,94,103,81
dyl,3139,0,2,0,1,1,0
Claspin,4779,378,643,563,265,389,264
PMP34,1401,82,128,117,185,176,156
CG15014,1155,95,159,107,158,145,136
Cip4,3932,1036,1467,1077,842,882,866
lncRNA:CR45156,1477,64,69,59,90,101,122
mRpS6,628,76,158,150,117,123,107
CG33514,1179,71,82,55,74,69,54
CG11342,965,27,70,45,33,46,25
DopEcR,4291,5,6,1,9,7,19
lncRNA:CR44360,632,0,0,0,0,0,1
CG32240,645,0,0,0,0,0,1
slow,2364,5,13,6,9,14,9
Syx17,1566,37,49,49,85,87,79
CG15019,764,135,191,166,238,228,216
DOR,3058,350,507,426,1057,1076,1019
CG15020,2744,0,0,0,0,0,1
nAChRbeta1,2974,0,0,0,0,0,1
CG15021,1536,0,0,0,0,0,0
lncRNA:CR45739,400,0,0,0,0,0,0
CG12607,1001,0,0,1,0,0,0
CG11345,923,0,0,0,0,0,0
CG15022,1063,0,0,0,0,0,0
CG15023,819,0,0,0,0,0,0
CG15024,495,0,0,0,0,0,0
CG32241,1375,0,1,0,0,0,0
CG32249,951,0,0,0,0,0,0
CG32248,619,0,0,0,0,0,0
CG11349,1970,0,0,0,0,0,0
CG7465,1126,0,0,0,0,0,0
CG11350,1497,0,0,0,0,0,0
CG13722,2603,0,1,0,0,0,0
lncRNA:CR44709,1350,0,0,0,0,0,0
CG13721,765,0,0,0,0,0,0
CG13720,1645,0,0,0,0,0,0
NT1,4104,0,0,0,0,0,0
Tie,5236,86,125,106,114,145,143
CG11353,3115,50,68,32,7,16,15
CG32243,1639,279,409,247,278,282,265
CG11357,3168,363,575,404,308,329,330
CG33777,519,2,3,1,1,0,2
CG42540,5118,11,19,8,19,14,31
Src64B,5200,681,1082,826,888,1037,780
CG32246,1767,7,20,15,45,66,29
lncRNA:CR45438,302,0,0,0,0,0,0
HDAC1,2124,285,358,281,403,466,379
axo,9106,6,9,5,4,7,4
CG13716,354,0,0,0,0,0,0
TTLL1B,2030,0,0,1,0,0,0
asRNA:CR45830,926,0,0,0,0,0,0
CG32236,1463,0,0,0,0,0,0
CG34266,402,34,25,10,19,19,20
CG7514,1188,0,0,0,0,0,0
CG18418,1142,0,0,0,0,0,0
RhoGEF64C,7297,260,448,196,2,0,0
CG15876,641,2,3,0,0,0,0
CG13713,458,4,4,1,0,0,0
lncRNA:CR43879,476,1,1,1,0,0,0
CG13712,682,3,10,1,0,0,0
lncRNA:CR45983,361,0,5,2,0,0,0
lncRNA:CR43882,626,3,6,0,0,0,0
lncRNA:CR45984,585,1,4,1,0,0,0
CG12493,1173,12,15,8,0,2,1
lncRNA:CR43881,538,2,5,1,0,0,0
CG13711,826,2,5,3,0,0,0
lncRNA:CR45821,1103,5,5,2,0,0,0
lncRNA:CR45740,342,2,1,0,0,0,0
lncRNA:CR44528,986,0,1,0,0,0,0
CG7509,1958,1,2,1,2,2,3
CG18808,1354,2,2,1,2,4,2
Dhc64C,14597,1799,2473,2113,3710,3601,3210
LeuRS-m,3020,453,624,506,296,324,257
CG13708,4357,7,16,9,17,12,8
CG13707,2118,1,0,1,0,3,2
CG32237,2948,0,0,0,0,0,0
CG32235,597,0,0,0,0,0,0
Dnah3,14155,1,2,0,0,0,0
CG13705,1536,0,0,0,0,0,0
CG13704,682,81,187,136,60,68,58
Rh50,2934,0,2,0,0,0,0
lncRNA:CR43627,1600,0,0,0,0,0,0
Con,5947,0,0,3,0,0,0
CG17030,767,0,0,0,0,0,0
lncRNA:CR45685,768,0,0,0,0,0,0
CG32232,2928,0,1,0,0,0,0
ATPsynCF6L,635,0,0,0,0,0,0
lncRNA:CR43884,524,0,0,0,0,0,0
lncRNA:CR46198,576,0,0,0,0,0,0
lncRNA:CR34047,1315,0,0,0,0,0,0
CG4597,567,0,0,0,0,0,0
CG15212,445,0,0,0,0,0,0
CG15213,366,0,0,0,0,0,0
CG4603,1520,81,139,130,98,101,86
asRNA:CR45160,481,0,0,0,0,0,0
CG10674,478,0,0,0,0,0,0
CG4611,2248,200,263,223,174,185,162
Prpk,744,47,85,57,64,70,56
CHMP2B,855,29,45,35,77,86,107
CG10672,1082,97,171,130,115,156,140
Gdap1,1597,4,7,1,4,5,5
lncRNA:CR45985,261,0,0,0,1,3,2
Fitm,1923,93,134,110,140,131,100
AlaRS-m,3233,322,496,381,276,303,234
Gen,2273,60,88,78,59,59,52
Srp54k,2015,227,369,257,385,372,368
shep,11502,1548,2097,1971,1742,2133,1867
CG4669,2101,22,42,33,63,71,78
lncRNA:CR45741,239,0,0,0,0,0,0
lncRNA:CR45742,258,0,0,0,0,0,0
tRNA:Ser-AGA-2-5,82,0,2,0,1,0,0
lama,4046,492,676,558,458,457,511
tRNA:Val-TAC-1-1,73,0,0,0,0,0,0
tRNA:Val-TAC-1-2,73,0,0,1,0,0,0
Klp64D,2529,48,76,63,98,95,87
Cyt-c1,1521,477,647,551,838,833,719
Uev1A,1706,566,677,552,667,593,561
Membrin,858,30,40,25,38,41,27
Pfdn4,543,57,130,99,94,102,101
lncRNA:CR44515,827,0,0,0,0,0,0
lncRNA:CR44516,390,0,0,0,0,0,0
lncRNA:CR45743,594,0,0,0,0,0,0
Ir64a,2580,0,0,0,0,0,0
DIP-delta,4805,3,2,2,0,0,0
CG4835,3735,1,4,1,0,1,1
lncRNA:CR44520,1326,0,0,0,2,2,1
blanks,1268,9,15,12,0,2,1
lncRNA:CR44518,495,0,0,0,0,0,0
lncRNA:CR44519,368,0,0,0,0,0,0
CG34342,1813,0,2,10,3,2,3
Lkr,2930,0,0,0,1,0,0
CG13285,1227,0,1,0,1,0,0
frm,4625,2,2,0,0,0,0
sinu,2065,33,47,31,110,139,93
ScsbetaG,1600,204,286,222,326,283,281
Sras,1271,58,70,46,90,71,64
bc10,1380,145,230,219,226,256,211
Msr-110,2902,5,10,11,5,17,5
snmRNA:357,77,0,0,0,0,0,0
l(3)psg2,6602,313,524,465,487,587,471
spo,2489,1,2,2,1,4,0
Alp10,1749,7,10,9,7,19,7
Alp9,1881,3,8,11,2,14,4
CG10591,1075,0,1,1,0,2,2
TM9SF3,2653,341,488,291,391,375,356
mthl2,2035,0,2,2,0,0,0
Eaf6,864,56,100,89,63,79,63
Blimp-1,8461,1226,1911,1663,2642,2655,2252
lin-28,1152,60,106,74,88,126,99
sif,23781,4,9,4,5,6,4
Sse,2177,54,73,49,63,64,59
CG46320,17139,0,0,0,0,0,0
CG44521,699,0,0,0,0,0,0
snoRNA:Me18S-A1494,132,0,1,0,0,0,0
DnaJ-1,2161,805,866,723,1096,1135,1221
Usp47,5636,718,1070,850,1178,1132,1020
CG10576,1898,645,767,755,1028,997,943
snoRNA:Psi18S-1397,141,14,13,6,24,24,24
snoRNA:684,78,37,45,16,48,53,57
snoRNA:Psi28S-1837c,139,31,32,9,45,41,47
snoRNA:Psi28S-1837b,137,26,27,8,36,39,44
snoRNA:Psi28S-1837a,137,14,17,8,20,16,31
snmRNA:CR43603,186,26,27,13,30,34,39
Txl,1123,197,315,256,279,242,228
Ppat-Dpck,1711,7,6,4,7,7,8
asRNA:CR45831,1384,0,0,0,0,0,0
scny,5470,646,1020,862,1131,1235,1011
vito,951,121,194,166,156,198,161
Myt1,1940,49,93,67,86,70,70
Pmi,3609,0,0,0,0,0,0
PGRP-LD,3957,0,0,0,1,1,1
asRNA:CR45026,704,0,0,0,0,0,0
Cralbp,1604,0,0,0,0,0,0
Bre1,3993,433,791,600,555,678,524
Tektin-C,1640,0,3,0,110,73,77
S6k,4885,1101,1574,1327,1377,1559,1324
CG42272,2418,18,14,18,80,43,22
kri,1191,134,210,140,242,222,183
mad2,818,37,66,44,46,74,48
vn,5239,157,189,154,108,163,189
CG5568,1911,5,8,8,9,6,6
CG18586,2047,14,13,8,5,8,3
CG13287,1787,4,10,5,5,4,5
DNApol-epsilon58,1688,39,64,51,72,61,50
CG5592,1633,0,0,0,0,0,0
CG32409,1231,135,219,146,202,229,172
QC,1141,1,1,0,1,2,1
CG32413,999,0,0,0,0,0,0
CG10486,2369,0,0,0,0,0,0
CG13288,1941,0,0,0,0,0,0
CG10483,2238,0,0,1,0,1,1
asRNA:CR45167,1107,0,0,0,0,0,0
CG32407,1377,6,10,5,64,87,92
CG33523,3115,144,233,162,242,236,220
Rcc1,2365,208,327,254,354,354,262
CG33993,2523,0,0,0,0,0,0
CG10479,1676,211,376,356,343,378,299
lncRNA:CR45439,201,0,0,1,0,0,0
lncRNA:CR45440,221,0,0,1,2,0,0
PVRAP,2919,1,13,5,1,3,0
alphaKap4,1509,2,0,1,0,0,0
CG10477,1361,6,6,6,17,4,5
yip7,904,93,111,114,110,118,106
lncRNA:CR43952,426,1,2,0,1,0,1
CG6462,1078,4,1,2,2,0,1
Jon65Aiv,904,132,167,176,98,117,130
Jon65Aiii,875,76,87,106,58,64,79
Jon65Aii,833,3,0,2,7,0,2
Jon65Ai,951,4,5,1,17,5,4
tant,1657,79,122,103,86,85,58
lncRNA:CR45441,408,1,2,2,3,2,1
CG6592,1605,1,2,3,2,3,2
CG10472,936,26,11,23,88,75,54
CG42269,2362,3,6,1,8,1,9
CG6602,1401,3,7,4,9,13,4
CG13295,1638,27,71,50,99,114,91
CG6610,586,83,113,82,75,78,69
ssp6,4137,3,4,5,8,5,6
CG13293,4489,4,10,6,24,12,17
CG10469,1067,7,8,4,22,23,16
CG10467,1544,101,156,139,120,149,100
loj,1179,109,169,124,186,194,158
Ets65A,4922,3,0,0,0,0,0
lncRNA:CR46001,349,1,2,2,0,0,0
l(3)mbn,2321,0,0,0,0,0,0
lncRNA:CR46005,4486,1,9,1,1,1,2
Lcp65Ag3,543,1,1,1,0,0,0
Cpr65Au,526,1,0,0,0,0,0
Lcp65Ag2,543,0,0,0,0,0,0
Lcp65Ag1,517,0,0,0,0,0,0
Lcp65Af,519,0,0,1,0,0,0
Lcp65Ae,476,0,1,0,0,0,0
Cpr65Av,642,1,1,1,0,0,1
Cpr65Aw,450,0,0,0,0,0,0
Lcp65Ad,616,3,0,0,0,0,0
Lcp65Ac,505,0,0,0,0,0,0
Lcp65Ab2,416,0,0,0,0,0,0
Cpr65Ax1,389,0,0,0,0,0,0
Lcp65APsi,263,0,1,0,0,0,0
Lcp65Ab1,413,0,0,0,0,0,0
Cpr65Ax2,732,0,0,0,0,0,0
Lcp65Aa,500,0,0,0,0,0,0
Acp65Aa,615,1,1,2,1,1,0
lncRNA:CR45421,490,0,0,0,0,0,0
CG13297,595,0,0,0,0,0,0
Cpr65Ay,441,1,0,0,0,0,0
Cpr65Az,720,0,0,0,2,0,0
lncRNA:CR45744,408,0,1,0,0,0,0
Prdm13,1428,3,1,1,4,3,0
fmt,8097,802,1108,926,935,1096,934
CG7376,4157,275,387,278,320,353,297
CG10274,3034,155,243,192,156,171,150
D19B,2685,100,189,134,210,209,175
CG43293,586,1,2,2,2,0,0
D19A,3233,117,189,148,262,300,242
CG7386,2247,11,17,11,25,40,27
Sf3b6,920,261,372,297,295,338,281
Tnpo,5598,871,1170,934,973,1175,1081
CG8219,2805,3,4,0,6,4,0
LanA,11690,4481,5649,5524,6548,6283,5973
CG33946,310,0,0,0,0,0,0
CG13299,494,0,0,0,0,0,1
BG642312,540,0,0,0,0,0,1
CG42714,451,0,0,0,0,0,1
CG10226,4717,1,0,0,0,1,0
Mdr65,4135,0,0,0,0,0,0
Best2,3547,1,2,1,1,0,0
CG10163,1220,1,0,3,0,0,0
Ldh,1942,320,449,242,130,99,81
lncRNA:CR44522,392,6,9,1,0,2,0
CG43168,1078,1,0,1,0,0,0
lncRNA:CR45420,615,1,1,0,0,1,0
lncRNA:CR45114,677,0,0,0,1,1,0
lncRNA:CR45113,494,1,0,0,1,0,1
Or65a,1254,1,3,2,3,3,0
Or65b,1221,1,2,5,3,5,1
Or65c,1233,4,9,4,3,5,4
CG13300,4303,336,480,494,166,194,116
Sfp65A,554,7,12,13,5,3,5
lncRNA:CR45419,619,0,0,0,0,0,1
lncRNA:CR45980,492,0,0,0,0,0,0
CG42747,2857,422,513,433,452,416,302
CG10147,2198,13,46,24,40,34,29
CG8270,2170,125,165,112,97,88,108
Vps8,3885,176,246,173,203,203,163
sfl,5772,429,610,456,311,340,249
lncRNA:CR45979,825,7,5,11,9,14,7
CG32396,1649,0,3,6,3,3,5
MCU,4919,10,17,5,0,1,3
jv,6436,2,5,1,1,3,0
ndl,8230,0,2,2,1,0,2
Rexo5,2937,347,521,397,465,454,373
zpg,1539,4,2,1,0,0,0
lncRNA:CR45418,469,0,2,0,0,0,0
axed,3450,1391,1623,1370,1659,1540,1467
GluRIA,3810,1,0,0,0,0,0
lncRNA:CR45238,624,0,0,0,0,0,0
lncRNA:CR45239,593,0,0,0,0,0,0
eIF4E4,1031,0,0,0,0,0,0
lncRNA:CR45173,547,0,0,0,0,0,0
CG32395,1116,0,0,0,0,0,0
SP1173,3725,225,303,156,90,92,79
CG8519,1420,0,1,0,0,0,0
ple,3806,1,6,1,1,5,7
lncRNA:CR44523,378,0,0,0,0,1,0
lncRNA:CR45417,501,5,10,3,7,19,3
dikar,12226,878,1646,1471,1599,2117,1623
velo,6688,443,750,746,1069,1242,951
CG8549,1037,118,188,137,116,132,123
CG10103,1729,269,348,284,491,484,501
CG32392,2831,0,0,0,0,0,0
lncRNA:CR45759,446,0,0,0,0,0,0
vvl,4784,0,0,0,0,2,0
lncRNA:CR45115,991,0,0,0,0,0,0
lncRNA:CR45416,281,0,0,0,0,0,0
Prat2,2140,0,0,0,0,0,1
CG45413,928,0,0,0,0,0,0
CG14820,1430,6,9,3,3,0,0
lncRNA:CR45415,296,1,0,0,0,0,0
lncRNA:CR45414,839,0,0,0,0,0,0
lncRNA:CR45412,654,0,0,0,0,0,0
tow,2669,37,66,51,125,148,111
CG10077,5541,1076,1557,1431,1936,2074,1782
CG9948,1394,21,34,30,40,41,35
CG10075,924,40,60,62,40,48,52
Surf1,1055,42,85,67,57,56,37
sgl,2275,189,300,234,422,466,407
CG10064,2379,3,3,2,4,5,4
Mis12,839,80,94,79,57,59,52
CG9953,1814,239,332,261,274,275,253
CG10063,827,2,7,4,7,5,4
Galphai,2067,542,671,527,633,645,599
lncRNA:CR32385,2572,50,49,42,132,129,144
lncRNA:CR46000,492,0,0,0,0,0,0
CG32388,990,0,0,0,0,0,0
CG43439,990,0,0,0,0,0,0
bin,2412,0,0,0,0,0,0
Mp,6568,35,61,51,16,69,8
CG17744,926,0,1,0,0,3,0
asRNA:CR45832,441,0,0,0,0,2,1
CG8641,3264,1,1,1,1,1,1
CG14823,2339,0,0,0,1,0,0
CG32391,766,0,0,0,0,0,0
CG34030,822,0,0,1,0,0,0
Cpr65Ea,540,0,0,0,0,1,0
Cpr65Eb,1004,0,1,0,1,0,2
Cpr65Ec,566,0,0,0,0,0,0
form3,6298,80,155,122,8,5,7
msl-3,1970,68,148,95,121,136,110
BBS1,2069,0,0,0,0,1,0
Acbp4,352,0,0,0,0,0,0
Acbp6,697,4,6,5,4,1,1
Acbp3,436,12,42,17,12,9,5
Acbp2,432,14,27,13,14,14,13
melt,4372,7,16,18,5,6,1
corn,5591,206,320,241,311,298,271
CG8620,776,373,417,300,178,143,286
Dscam2,12907,296,224,102,39,41,150
lncRNA:CR45410,1182,0,0,0,0,0,0
CG14826,1325,0,1,0,0,0,1
CG14829,1257,0,1,1,1,2,2
BHD,1557,43,99,72,90,95,92
RpL18,788,489,634,497,671,728,743
Neos,1449,53,102,59,99,101,84
mRpL50,739,65,135,89,88,110,80
mei-P22,996,1,6,1,3,6,1
Cdc27,3713,318,568,485,404,487,345
MED4,941,30,50,41,40,46,46
asRNA:CR43470,1794,0,0,0,0,0,0
CG14830,2038,1,0,0,0,0,0
unc-13-4A,7838,39,50,17,50,69,96
CG8607,1008,32,59,35,36,31,29
RhoGEF4,2167,125,156,126,240,247,201
Rint1,2394,104,153,140,119,148,115
mrva,2570,180,282,187,358,328,317
